cid,submittedVideoUrl,text,label,translated_text,translated_text_formal
7.31948603772992e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,aw thank u sissy,1.0,aw terima kasih banci,Aw terima Kaksih banci
7.319864558415021e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,may you heal soonest and get married happily,1.0,Semoga Anda sembuh paling cepat dan menikah dengan bahagia,Semoga Anda sembuh paling cepat dan meniKakh dengan bahagia
7.319866655289427e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,"aamiin, thank u so much",1.0,"aamiin, terima kasih banyak","Aamiin, terima Kaksih banyak"
7.467939651723331e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,emosi kedaan fikiran,1.0,Emosi pola pikir,Emosi pola pikir
7.431886163894388e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,"hati, otak",1.0,"jantung, otak","Jantung, otak"
7.470552182090827e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,bukan organ tubuh..tp penyakit mental tu penyakit psikis..tau odgj kn?nah itu slah satunya klo ddiemin bkln kek gitu..,1.0,bukan organ tubuh..tp penyakit mental tu penyakit psikis..tau odgj kn?nah itu slah satunya klo ddiemin bkln kek gitu..,BuKakn orangan tubuh..tp penyakit mental tu penyakit psikis..tau odgj kn?nah itu slah satunya klo ddiemin bkln kek gitu..
7.350026854512903e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,perasaan,1.0,merasa,Merasa
7.347136424477902e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,"pikiran otak ,bukan bagian tubuh ,itu pola pikir",1.0,"pikiran otak ,bukan bagian tubuh ,itu pola pikir","Pikiran otak ,buKakn bagian tubuh ,itu pola pikir"
7.391400783655667e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,bagi gw sih mental itu adalah pola pikir kita dalam menyelesaikan segala masala ... karna semakin dewasa..kita akan di uji dgn byknya masalah,1.0,bagi gw sih mental itu adalah pola pikir kita dalam menyelesaikan segala masala ... karna semakin dewasa..kita akan di uji dgn byknya masalah,Bagi gw sih mental itu adalah pola pikir kita dalam menyelesaiKakn segala masala ... Kakrna semakin dewasa..kita aKakn di uji dengan byknya masalah
7.372615758746289e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,bagian depok,1.0,bagian depok,Bagian depok
7.388164540725675e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,dan intinya kalo sdh g kuat knp smpe org masuk rs jiwa krena otaknya sdh g mampu berfikir kemudian battinya sdh g kuat itu yg buat sakit kak kmudian lari ke fisik bgtu percaya kak kita sdh dikasi,1.0,dan intinya kalo sdh g kuat knp smpe org masuk rs jiwa krena otaknya sdh g mampu berfikir kemudian battinya sdh g kuat itu yg buat sakit kak kmudian lari ke fisik bgtu percaya kak kita sdh dikasi,Dan intinya Kaklo sdh g sayaat knp smpe orang masuk rs jiwa krena otaknya sdh g mampu berfikir kemudian battinya sdh g sayaat itu yang buat sakit Kakk kmudian lari ke fisik bgtu percaya Kakk kita sdh diKaksi
7.388164633833768e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,sehat terus dan g smpe masuk rumah sakit jiwa aja sdh alhamdulillah kak,0.0,sehat terus dan g smpe masuk rumah sakit jiwa aja sdh alhamdulillah kak,Sehat terus dan g smpe masuk rumah sakit jiwa aja sdh alhamdulillah Kakk
7.388164320985236e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,pola pikir dan batin kak,1.0,pola pikir dan batin kak,Pola pikir dan batin Kakk
7.37171665823323e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,ginjal bg.,1.0,BG ginjal.,BG ginjal.
7.368675492737582e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,lbh ke jiwa kita... yg tdk terlihat,1.0,lbh ke jiwa kita... yg tdk terlihat,Lbh ke jiwa kita... yang tidak terlihat
7.361112700359034e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,jiwanya kak,1.0,jiwanya,Jiwanya
7.360650885942625e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,"otak,pola pikir,piskologis dan yang bisa menyembuhkan hanya diri sendiri",1.0,"otak,pola pikir,piskologis dan yang bisa menyembuhkan hanya diri sendiri","Otak,pola pikir,piskologis dan yang bisa menyembuhKakn hanya diri sendiri"
7.352492766067525e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,bukan organ tubuh kak mental itu kepribadian psikis setiap manusia,1.0,bukan organ tubuh kak mental itu kepribadian psikis setiap manusia,BuKakn orangan tubuh Kakk mental itu kepribadian psikis setiap manusia
7.477063276754568e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,"kurangin gula ka, sama olahraga, atau banyakin aktivitas fisik, makan sehat dan teratur, tidur yg cukup. aku sembuh setelah ngelakuin itu",1.0,"kurangin gula ka, sama olahraga, atau banyakin aktivitas fisik, makan sehat dan teratur, tidur yg cukup. aku sembuh setelah ngelakuin itu","Sayarangin gula Kak, sama olahraga, atau banyakin aktivitas fisik, maKakn sehat dan teratur, tidur yang cusayap. asaya sembuh setelah ngelasayain itu"
7.428383504184002e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,"aku sering begini, tapi mikir lagi semuanya udah di atur sama allah, kalo memang allah mau aku pulang, aku bisa apa? allah tau yg terbaik buat aku, semangat yaa",1.0,"aku sering begini, tapi mikir lagi semuanya udah di atur sama allah, kalo memang allah mau aku pulang, aku bisa apa? allah tau yg terbaik buat aku, semangat yaa","Asaya sering begini, tapi mikir lagi semuanya udah di atur sama allah, Kaklo memang allah mau asaya pulang, asaya bisa apa? allah tau yang terbaik buat asaya, semangat yaa"
7.482787148195956e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,kak kita sama kita juga sama² butuh support tapi ga dapet sosoknya aja,1.0,kak kita sama kita juga sama² butuh support tapi ga dapet sosoknya aja,Kakk kita sama kita juga sama² butuh support tapi ga dapet sosoknya aja
7.479619822944699e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,berkali-kali bertahan untuk itu,1.0,berkali-kali bertahan untuk itu,BerKakli-Kakli bertahan untuk itu
7.474982472704509e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,"kak aku sudah sepuluh tahun gini, udah nikah kenal suami alhamdulillah sangat membaikk.. intinya positif thinking dan punya patokan.. semngat kak",1.0,"kak aku sudah sepuluh tahun gini, udah nikah kenal suami alhamdulillah sangat membaikk.. intinya positif thinking dan punya patokan.. semngat kak","Kakk asaya sudah sepuluh tahun gini, udah niKakh kenal suami alhamdulillah sangat membaikk.. intinya positif thinking dan punya patoKakn.. semngat Kakk"
7.475001394592826e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,aku malah setelah nikah ngerasainnya kak,1.0,aku malah setelah nikah ngerasainnya kak,Asaya malah setelah niKakh ngerasainnya Kakk
7.474911953007101e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,ka masihh ga?,1.0,Anda Masihh melihat?,Anda Masihh melihat?
7.471338603479647e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,"aku juga punya anxiety ,gk suka kramean ,cemas brlbihan mkir yg blm tntu trjdi ,klo krja gk bisa fokus dan akirnya aku jdi pngangguran ,mslhnya orng tua juga udah gk sshat dlu tinggal ibu,,hutang mkin numpuk",1.0,"aku juga punya anxiety ,gk suka kramean ,cemas brlbihan mkir yg blm tntu trjdi ,klo krja gk bisa fokus dan akirnya aku jdi pngangguran ,mslhnya orng tua juga udah gk sshat dlu tinggal ibu,,hutang mkin numpuk","Asaya juga punya anxiety ,gk suKak kramean ,cemas brlebihan mkir yang blm tntu trjdi ,klo krja gk bisa fosayas dan akirnya asaya jdi pngangguran ,mslhnya orng tua juga udah gk sshat dlu tinggal ibu,,hutang mkin numpuk"
7.46927742539958e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,dulu gini skrng dah sembuh,1.0,Dulu sekarang,Dulu seKakrang
7.464831014092686e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,gua bukan. tapi gua selalu mikirin yang gak berujung,0.0,gua bukan. tapi gua selalu mikirin yang gak berujung,Gua buKakn. tapi gua selalu mikirin yang gak berujung
7.457528705436485e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,"iyaa kaa aku udah hampir 3th nggg smbuh2 . udh kepiskiater berobat ksna kmri, aku sehat ka udh cek ke dokter aki sehat fisiknya. yg sakit cuma pikiran sendiri ka",1.0,"iyaa kaa aku udah hampir 3th nggg smbuh2 . udh kepiskiater berobat ksna kmri, aku sehat ka udh cek ke dokter aki sehat fisiknya. yg sakit cuma pikiran sendiri ka","Iyaa Kaka asaya udah hampir 3th nggg smbuh2 . udh kepiskiater berobat ksna kmri, asaya sehat Kak udh cek ke dokter aki sehat fisiknya. yang sakit cuma pikiran sendiri Kak"
7.451878072578213e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,star kita samaan kka,1.0,Bintang kita di kka yang sama,Bintang kita di kKak yang sama
7.450114529989527e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,sma ky tetangga kita,1.0,sma ky tetangga kita,Sma ky tetangga kita
7.444840480036423e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,perasaan yg ga ngenakin,1.0,perasaan yg ga ngenakin,Perasaan yang ga ngenakin
7.443676772116465e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,"dulu aku pernah takut bgt smpe² kepikiran trs menerus,dan sllu nanya ke temen terdekat ttng hal itu biar sedikit tenang pikirannya,tp stlh bertambah dewasa bahwa semua sudah ditakdirkan",1.0,"dulu aku pernah takut bgt smpe² kepikiran trs menerus,dan sllu nanya ke temen terdekat ttng hal itu biar sedikit tenang pikirannya,tp stlh bertambah dewasa bahwa semua sudah ditakdirkan","Dulu asaya pernah tasayat bgt smpe² kepikiran trs menerus,dan sllu nanya ke temen terdeKakt ttng hal itu biar sedikit tenang pikirannya,tp stlh bertambah dewasa bahwa semua sudah ditakdirKakn"
7.437498596063266e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,liat orang orang yg udah sembuh de kak aku alhamdulillah sembuh krn sering liat live live nya,1.0,liat orang orang yg udah sembuh de kak aku alhamdulillah sembuh krn sering liat live live nya,Liat orang orang yang udah sembuh de Kakk asaya alhamdulillah sembuh krn sering liat live live nya
7.337395191495837e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,liat saja jam tidurku skrng tidak teratur,1.0,liat saja jam tidurku skrng tidak teratur,Liat saja jam tidursaya skrng tidak teratur
7.457780214744729e+18,https://www.tiktok.com/@felix.alx/video/7457484989806972178,"semoga lekas sehat kembali, kak",1.0,"semoga lekas sehat kembali, kak","Semoga leKaks sehat kembali, Kakk"
7.457775306137404e+18,https://www.tiktok.com/@felix.alx/video/7457484989806972178,berapa lama minum obatnya kak?,1.0,berapa lama minum obatnya kak?,Berapa lama minum obatnya Kakk?
7.457780079755888e+18,https://www.tiktok.com/@felix.alx/video/7457484989806972178,diagnosaku ternyata bipolar disorder udh 3 tahun lebih aku minum obat sampe sekarang,1.0,diagnosaku ternyata bipolar disorder udh 3 tahun lebih aku minum obat sampe sekarang,Diagnosasaya ternyata bipolar disorder udh 3 tahun lebih asaya minum obat sampe seKakrang
7.472327554524268e+18,https://www.tiktok.com/@felix.alx/video/7457484989806972178,keluhannya apa aja,1.0,keluhannya apa aja,Keluhannya apa aja
7.318577272239605e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,"bener loh, sakit mental itu gak ada obat nya. krn org sakit mental kdng berpikiran ingin bunuh diri",1.0,"bener loh, sakit mental itu gak ada obat nya. krn org sakit mental kdng berpikiran ingin bunuh diri","Bener loh, sakit mental itu gak ada obat nya. krn orang sakit mental kdng berpikiran ingin bunuh diri"
7.318449194061153e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,yakin mental sangat sakit bila di bunuh dengan diri sendiri,1.0,yakin mental sangat sakit bila di bunuh dengan diri sendiri,Yakin mental sangat sakit bila di bunuh dengan diri sendiri
7.319434641025615e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,tapi sayangnya tdk semua org mempunyai mental yg kuattt,1.0,Tapi sayangnya semua orang memiliki mental,Tapi sayangnya semua orang memiliki mental
7.319753993499428e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,"tidak ada orang yg mental nya kuat dari lahir, mental tuh terbentuk dari apa yg di alami di dalam hidup",1.0,"tidak ada orang yg mental nya kuat dari lahir, mental tuh terbentuk dari apa yg di alami di dalam hidup","Tidak ada orang yang mental nya sayaat dari lahir, mental tuh terbentuk dari apa yang di alami di dalam hidup"
7.319756549634573e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,iya ya aku baru nyadar,0.0,iya ya aku baru nyadar,Iya ya asaya baru nyadar
7.319569513140389e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,mental yang kuat tidak diimbangi skill maka akan menjadi preman,1.0,mental yang kuat tidak diimbangi skill maka akan menjadi preman,Mental yang sayaat tidak diimbangi skill maKak aKakn menjadi preman
7.402198770622924e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,astaga angkak aku baca komentarnya,0.0,astaga angkak aku baca komentarnya,Astaga angKakk asaya baca komentarnya
7.402225348425401e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,semoga kaka nya gak punya utang yah. jangan yah ka yah,1.0,semoga kaka nya gak punya utang yah. jangan yah ka yah,Semoga KakKak nya gak punya utang yah. jangan yah Kak yah
7.402256485462525e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,"punya, tapi itu bukan jadi beban paling utama sih,yg jadi beban itu adalah org nyakitin kita",1.0,"punya, tapi itu bukan jadi beban paling utama sih,yg jadi beban itu adalah org nyakitin kita","Punya, tapi itu buKakn jadi beban paling utama sih,yang jadi beban itu adalah orang nyakitin kita"
7.319884564971767e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,soalnya ekonomi gua lagi kurang,1.0,soalnya ekonomi gua lagi kurang,Soalnya ekonomi gua lagi sayarang
7.319894029653509e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,"untuk nyata bang,semoga dipermudahkan yarabb",1.0,"Untuk menjadi bang nyata, semoga yarabb membuatnya mudah","Untuk menjadi bang nyata, semoga yarabb membuatnya mudah"
7.319894098004084e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,aminn,1.0,aminn,Aminn
7.329355450385384e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,makasi bang gw kuat ko,0.0,makasi bang gw kuat ko,MaKaksi bang gw sayaat ko
7.483540159192778e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,kak aku setuju bgt,1.0,kak aku setuju bgt,Kakk asaya setuju bgt
7.474957062636701e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,dimana,1.0,dimana,Dimana
7.467141813528479e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,jauh bgt main nya bang,1.0,jauh bgt main nya bang,Jauh bgt main nya bang
7.470553362444027e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,"ember..dri pda selingkungan dngn orang"" toxic.. yg ada mlah makin parah..",1.0,"ember..dri pda selingkungan dngn orang"" toxic.. yg ada mlah makin parah..","Ember..dri pda selingsayangan dngn orang"" toxic.. yang ada mlah makin parah.."
7.462708211855066e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,jadi pengen ngopi bareng sm beliau soal ini,1.0,Jadi Pengen Ngopi Bareng SM adalah tentang ini,Jadi Pengen Ngopi Bareng SM adalah tentang ini
7.468308779848664e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,ini yg bikin mentalku down,1.0,ini yg bikin mentalku down,Ini yang bikin mentalsaya down
7.329375530556835e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,then give me the money,1.0,Lalu beri aku uang,Lalu beri asaya uang
7.39560207184167e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,https/vt.tiktok.com/zsyvwxehw/,1.0,https/vt.tiktok.com/zsyvwxehw/,Https/vt.tiktok.com/zsyvwxehw/
7.336084641075955e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,gue nggak sadar,1.0,Saya tidak sadar,Saya tidak sadar
7.318932532480067e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,"kecemasan kak,tergolong anxiety,ada kekhawatiran,pikiran parno & rasa takut",0.0,"kecemasan kak,tergolong anxiety,ada kekhawatiran,pikiran parno & rasa takut","Kecemasan Kakk,tergolong anxiety,ada kekhawatiran,pikiran parno & rasa tasayat"
7.31911554845683e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,ada obatnya ngk?,1.0,ada obatnya ngk?,Ada obatnya ngk?
7.318400448326059e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,yap bener,1.0,Lakukan Bener,LasayaKakn Bener
7.388164830098245e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,aku juga kak,1.0,Saya juga,Saya juga
7.319120454399542e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,smangat buat bahagiain ibu bapak,1.0,Berbahagialah dengan bahagia dengan orang tuamu,Berbahagialah dengan bahagia dengan orang tuamu
7.319117574268192e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,makasih ya kak,1.0,makasih ya kak,MaKaksih ya Kakk
7.319117295266104e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,kakk km hebat dn kamu bisaa.. semangatt sembuh yaaa,1.0,Kakk km dn besar kita bisa .. semangat awan yaaa,Kakk km dn besar kita bisa .. semangat awan yaaa
7.320289612638324e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,lu pppp lop lu pp lu pp pp l lo lo,1.0,lu pppp lop lop lu pp pp l lo lo,Lu pppp lop lop lu pp pp l lo lo
7.339434180125689e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,makasii bang,1.0,Makinii Bang,Makinii Bang
7.319167204750231e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,kalau masih ada iman yh gk masalah,1.0,kalau masih ada iman yh gk masalah,Kaklau masih ada iman yh gk masalah
7.319477885442328e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,pikiran ku gak pernah tenang terus hari2,0.0,pikiran ku gak pernah tenang terus hari2,Pikiran saya gak pernah tenang terus hari2
7.319483002634651e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,semangat semangat,1.0,roh,Roh
7.32370944723411e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,sama berarti knpa yahh?,0.0,sama berarti knpa yahh?,Sama berarti knpa yahh?
7.440282206985946e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,"berat bngt ya kk, aku ngerti krn aku juga mengalami",1.0,"berat bngt ya kk, aku ngerti krn aku juga mengalami","Berat bngt ya kk, asaya ngerti krn asaya juga mengalami"
7.321635329424836e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,zzz...,1.0,zzz ...,Zzz ...
7.324183432526054e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,aku memendam hal aku ingin cerita tapi dari dlu tidak pernah menemukan seseorang yg dipercaya hanya allah yg tau sampe sekarang aku masih memendam itu,1.0,aku memendam hal aku ingin cerita tapi dari dlu tidak pernah menemukan seseorang yg dipercaya hanya allah yg tau sampe sekarang aku masih memendam itu,Asaya memendam hal asaya ingin cerita tapi dari dlu tidak pernah menemuKakn seseorang yang dipercaya hanya allah yang tau sampe seKakrang asaya masih memendam itu
7.341758881012942e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,"gw orang yg kentut bg, gmn cra ngatasinya",0.0,"gw orang yg kentut bg, gmn cra ngatasinya","Gw orang yang kentut bg, gmn cra ngatasinya"
7.341738651468514e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,mental gw demam,0.0,mental gw demam,Mental gw demam
7.331023818373154e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,sakit mental barengan sama sakit fisik gimana bang,0.0,sakit mental barengan sama sakit fisik gimana bang,Sakit mental barengan sama sakit fisik gimana bang
7.319002171306247e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,buat siapa pun jauhin apa pun yg membuat hatimu sakit demi kesehatan mental kalian,1.0,buat siapa pun jauhin apa pun yg membuat hatimu sakit demi kesehatan mental kalian,Buat siapa pun jauhin apa pun yang membuat hatimu sakit demi kesehatan mental Kaklian
7.322555125309031e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,"berawal dari anxiety, sekarang udah bpd bener bener susah banget kendaliin diri",0.0,"berawal dari anxiety, sekarang udah bpd bener bener susah banget kendaliin diri","Berawal dari anxiety, seKakrang udah bpd bener bener susah banget kendaliin diri"
7.454833750497805e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,cara memperbaiki mental yg down apa?,1.0,cara memperbaiki mental yg down apa?,Cara memperbaiki mental yang down apa?
7.319574741554398e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,mental ku harus kuat kalau minta aku kumat kasihan suamiku aku harus bisa jalani hidup walaupun hati ini sangat rapuh,1.0,mental ku harus kuat kalau minta aku kumat kasihan suamiku aku harus bisa jalani hidup walaupun hati ini sangat rapuh,Mental saya harus sayaat Kaklau minta asaya sayamat Kaksihan suamisaya asaya harus bisa jalani hidup walaupun hati ini sangat rapuh
7.329914477897745e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,"aku prnh ada dititik dirs sebelahku meninggal dan aku sprti org gemeteran dan takut pd semuanya, pdhl aku bkn penakut kl sakit brgkt sendiri rawat inap sndr entah saat didiagnosa gerd dan tifus",0.0,"aku prnh ada dititik dirs sebelahku meninggal dan aku sprti org gemeteran dan takut pd semuanya, pdhl aku bkn penakut kl sakit brgkt sendiri rawat inap sndr entah saat didiagnosa gerd dan tifus","Asaya prnh ada dititik dirs sebelahsaya meninggal dan asaya sprti orang gemeteran dan tasayat pd semuanya, pdhl asaya bkn penasayat kl sakit brgkt sendiri rawat inap sndr entah saat didiagnosa gerd dan tifus"
7.319855662865991e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,serius nanya mau tau cara sembuhkan ny?,1.0,serius nanya mau tau cara sembuhkan ny?,Serius nanya mau tau cara sembuhKakn ny?
7.333477657386223e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,"alhamdulillah, semakin orang tua jauh sama aku dan jarang dpt perhatian itu juga membuat mentalku menjadi kuat",0.0,"alhamdulillah, semakin orang tua jauh sama aku dan jarang dpt perhatian itu juga membuat mentalku menjadi kuat","Alhamdulillah, semakin orang tua jauh sama asaya dan jarang dpt perhatian itu juga membuat mentalsaya menjadi sayaat"
7.319542689547486e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,"anaxety + panik attack takut gelisah takut gelisah bingung takut mikir sana sini mikir yg belum terjadi tenang dikit ,mikir takut gelisah",0.0,"anaxety + panik attack takut gelisah takut gelisah bingung takut mikir sana sini mikir yg belum terjadi tenang dikit ,mikir takut gelisah","Anaxety + panik attack tasayat gelisah tasayat gelisah bingung tasayat mikir sana sini mikir yang belum terjadi tenang dikit ,mikir tasayat gelisah"
7.341755340323751e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,"obat dari peyakit ini adalah sabar, tertawa lah",1.0,"obat dari peyakit ini adalah sabar, tertawa lah","Obat dari peyakit ini adalah sabar, tertawa lah"
7.342912873264334e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,!!!ketenangan lebih penting dari pada kesehatan,1.0,!!!ketenangan lebih penting dari pada kesehatan,!!!ketenangan lebih penting dari pada kesehatan
7.409691611763115e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,"anxiety, gerd anxeity mental udah hancur pola pikir udah rusak, sekarang hidup ya karna emang masih hidup aja",0.0,"anxiety, gerd anxeity mental udah hancur pola pikir udah rusak, sekarang hidup ya karna emang masih hidup aja","Anxiety, gerd anxeity mental udah hancur pola pikir udah rusak, seKakrang hidup ya Kakrna emang masih hidup aja"
7.366889322903324e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,yg punya trauma dari kecil gak bisa ilang sampe gede. masih inget semua kejadian waktu kecil,1.0,Trauma sejak kecil tidak bisa hilang. Masih inget semua peristiwa masa kecil,Trauma sejak kecil tidak bisa hilang. Masih inget semua peristiwa masa kecil
7.318455370598122e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,selama kedua orang tua masih sehat... mental gua masih aman,1.0,selama kedua orang tua masih sehat... mental gua masih aman,Selama kedua orang tua masih sehat... mental gua masih aman
7.318401163568203e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,"w yg tiap hari harus pake topeng untuk nutupin mental w gak baik2 aja,",1.0,"w yg tiap hari harus pake topeng untuk nutupin mental w gak baik2 aja,","W yang tiap hari harus pake topeng untuk nutupin mental w gak baik2 aja,"
7.319010011664205e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,"lagi difase sakit mental skr ni,lgi sedang tkut ngelakuin hal2 yg gak2 slalu ingat allah biar dijauh kan dari pikiran2 mcem2 karna sakit mental yg aku",1.0,"lagi difase sakit mental skr ni,lgi sedang tkut ngelakuin hal2 yg gak2 slalu ingat allah biar dijauh kan dari pikiran2 mcem2 karna sakit mental yg aku","Lagi difase sakit mental skr ni,lgi sedang tsayat ngelasayain hal2 yang gak2 slalu ingat allah biar dijauh Kakn dari pikiran2 mcem2 Kakrna sakit mental yang asaya"
7.429604301159253e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,sakit mentalku berdampak menyakiti anakku. aku takut dia trauma sepertiku,0.0,sakit mentalku berdampak menyakiti anakku. aku takut dia trauma sepertiku,Sakit mentalsaya berdampak menyakiti anaksaya. asaya tasayat dia trauma sepertisaya
7.461573122446788e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,aku cuma pengen sembuh dari ini ya allah,0.0,aku cuma pengen sembuh dari ini ya allah,Asaya cuma pengen sembuh dari ini ya allah
7.397525236192953e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,karna sakit mental berpengaruh bgt sama kesehatan apalagi udah nyampe gerd,1.0,karna sakit mental berpengaruh bgt sama kesehatan apalagi udah nyampe gerd,Kakrna sakit mental berpengaruh bgt sama kesehatan apalagi udah nyampe gerd
7.318547358475404e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,"gw dulu ceria bnget, punya temen dimna"" tpi sekarang gk mau bnget punya temen",1.0,"gw dulu ceria bnget, punya temen dimna"" tpi sekarang gk mau bnget punya temen","Gw dulu ceria bnget, punya temen dimna"" tpi seKakrang gk mau bnget punya temen"
7.472748765041624e+18,https://www.tiktok.com/@etiq.official/video/7350238613977713925,ke skiater ja kk,1.0,ke skiater ja kk,Ke skiater ja kk
7.319290119146636e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,"bener bgt,,mental kalau udh rusak bakal hidup berpikir terus menerus,, memikirkan hal hal yang belum tentu terjadi",1.0,"bener bgt,,mental kalau udh rusak bakal hidup berpikir terus menerus,, memikirkan hal hal yang belum tentu terjadi","Bener bgt,,mental Kaklau udh rusak baKakl hidup berpikir terus menerus,, memikirKakn hal hal yang belum tentu terjadi"
7.360959734256174e+18,https://www.tiktok.com/@firmanskd/video/7318307754622373125,anxiety menghancurkan mental ku,1.0,kecemasan menghancurkan mental saya,Kecemasan menghancurKakn mental saya
